,country,country_finder,doi,full_affiliations,is_oa,mesh_terms,pmid,short_affiliations
0,['United Kingdom'],['BF'],10.1097/MEJ.0000000000000241,"['Pre-Hospital Care, Essex and Herts Air Ambulance Trust, Colchester, UK.']",FALSE,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Allied Health Personnel', 'Child', 'Child, Preschool', 'Cohort Studies', 'Conscious Sedation', 'Databases, Factual', 'Emergency Medical Services', 'Female', 'Humans', 'Ketamine', 'Male', 'Middle Aged', 'Outcome Assessment (Health Care)', 'Patient Care Team', ""Physician's Role"", 'Physicians', 'Retrospective Studies', 'Risk Assessment', 'Survival Rate', 'Treatment Outcome', 'United Kingdom', 'Young Adult']",25622184,"[1] ""pre-hospital care, essex and herts air ambulance trust, colchester, uk""
"
1,"['New Zealand', 'New Zealand', 'New Zealand']","['BF', 'BF', 'BF']",10.1016/j.compbiomed.2014.12.017,"['Department of Surgery and Anaesthesia, University of Otago Medical School (Wellington), 23A Mein St. 6021, Wellington, New Zealand. Electronic address: michael.harrison@otago.ac.nz.', 'Dunedin Hospital, Dunedin, New Zealand.', 'Dunedin Hospital & Dunedin School of Medicine, Dunedin, New Zealand.']",FALSE,"['Anesthesia', 'Blood Pressure', 'Carbon Dioxide', 'Cardiac Output', 'Computational Biology', 'Heart Rate', 'Humans', 'Monitoring, Physiologic', 'Tidal Volume']",25622179,"[1] ""university of otago medical school (wellington), 23a mein st 6021, wellington, new zealand""
[2] ""dunedin hospital, dunedin, new zealand""                                                    
[3] ""dunedin hospital & dunedin school of medicine, dunedin, new zealand""                       
"
2,"['Spain', 'Spain']","['BF', 'BF']",10.1590/S0325-00752015000100017,"['Servicio de Pediatr\xeda, Hospital Universitario R\xedo Hortega, Valladolid, Espa\xf1a.', 'Unidad de Cuidados Intensivos, Hospital Universitario Central de Asturias, Oviedo, Espa\xf1a.', 'Unidad de Cuidados Intensivos, Hospital Universitario Central de Asturias, Oviedo, Espa\xf1a.', 'Unidad de Cuidados Intensivos, Hospital Universitario Central de Asturias, Oviedo, Espa\xf1a.']",TRUE,"['Brain Death', 'Child Abuse', 'Child, Preschool', 'Humans', 'Infant', 'Male', 'Tissue and Organ Procurement']",25622174,"[1] ""servicio de pediatría, hospital universitario río hortega, valladolid, españa""            
[2] ""unidad de cuidados intensivos, hospital universitario central de asturias, oviedo, españa""
"
3,[],[None],10.1590/S0325-00752015000100022,[],TRUE,"['Demography', 'History, 19th Century', 'History, 20th Century', 'Humans', 'Spherocytosis, Hereditary']",25622164,NULL
4,['Argentina'],['GA'],10.1590/S0325-00752015000100021,"['Departamento de Urgencias, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.']",TRUE,"['Child', 'Diabetes Mellitus', 'Diagnosis, Differential', 'Emergencies', 'Humans', 'Hyperglycemia']",25622163,"[1] ""departamento de urgencias, hospital de niños ricardo gutiérrez""
"
5,['Argentina'],['GA'],10.1590/S0325-00752015000100020,"['Servicio de Infectolog\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Servicio de Control Epidemiol\xf3gico e Infectolog\xeda, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Servicio de Infectolog\xeda, Sanatorio Los Arcos.']",TRUE,"['Child', 'Child Health', 'Child, Preschool', 'Humans', 'Infant', 'Insect Bites and Stings', 'Travel']",25622162,"[1] ""servicio de infectología, hospital de niños ricardo gutiérrez""                                    
[2] ""servicio de control epidemiológico e infectología, hospital de pediatría prof. dr. j. p. garrahan""
[3] ""servicio de infectología, sanatorio los arcos""                                                    
"
6,[],[],10.1590/S0325-00752015000100008,"['Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.', 'Comit\xe9 Hospitalario de \xc9tica, Hospital de Pediatr\xeda Prof. Dr. J. P. Garrahan.']",TRUE,"['Ethics Committees, Clinical', 'Hospitals, Pediatric']",25622160,"[1] ""comité hospitalario de ética, hospital de pediatría prof. dr. j. p. garrahan""
"
7,"['Canada', 'Argentina']","['GA', 'BF']",10.1590/S0325-00752015000100007,"['Servicio de Control Epidemiol\xf3gico e Infectolog\xeda, Hospital Prof. Dr. Juan P. Garrahan.', 'Cirug\xeda Pl\xe1stica y Quemados, Hospital Prof. Dr. Juan P. Garrahan.', 'Servicio de Control Epidemiol\xf3gico e Infectolog\xeda, Hospital Prof. Dr. Juan P. Garrahan.', 'Servicio de Control Epidemiol\xf3gico e Infectolog\xeda, Hospital Prof. Dr. Juan P. Garrahan.', 'Cirug\xeda Pl\xe1stica y Quemados, Hospital Prof. Dr. Juan P. Garrahan.', 'Cirug\xeda Pl\xe1stica y Quemados, Hospital Prof. Dr. Juan P. Garrahan.', 'Laboratorio, Hospital Prof. Dr. Juan P. Garrahan.', 'Maestr\xeda en Investigaci\xf3n en Farmacolog\xeda Cl\xednica, Universidad Abierta Interamericana, Buenos Aires.']",TRUE,"['Bacterial Infections', 'Burns', 'C-Reactive Protein', 'Calcitonin', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Infant', 'Male', 'Predictive Value of Tests', 'Prospective Studies']",25622159,"[1] ""servicio de control epidemiológico e infectología, hospital prof""                                   
[2] ""dr. juan p. garrahan""                                                                               
[3] ""cirugía plástica y quemados, hospital prof""                                                         
[4] ""laboratorio, hospital prof""                                                                         
[5] ""maestría en investigación en farmacología clínica, universidad abierta interamericana, buenos aires""
"
8,"['Spain', 'Spain']","['GA', 'BF']",10.1590/S0325-00752015000100006,"['Hospital \xc1lvarez Buylla, Mieres, Asturias.', 'Hospital \xc1lvarez Buylla, Mieres, Asturias.', 'Hospital \xc1lvarez Buylla, Mieres, Asturias.', 'Complejo Asistencial Universitario de Le\xf3n, Le\xf3n.', 'Hospital Cabue\xf1es, Gij\xf3n, Asturias, Espa\xf1a.']",TRUE,"['Adult', 'Cross-Sectional Studies', 'Female', 'Humans', 'Infant Care', 'Infant, Newborn', 'Mothers', 'Patient Discharge', 'Patient Satisfaction', 'Surveys and Questionnaires', 'Young Adult']",25622158,"[1] ""hospital álvarez buylla, mieres, asturias""       
[2] ""complejo asistencial universitario de león, león""
[3] ""hospital cabueñes, gijón, asturias, españa""      
"
9,['Argentina'],['BF'],10.1590/S0325-00752015000100005,"['Departamento de Pediatr\xeda, Hospital Universitario, CEMIC, Ciudad Aut\xf3noma de Buenos Aires.', 'Departamento de Pediatr\xeda, Hospital Universitario, CEMIC, Ciudad Aut\xf3noma de Buenos Aires.']",TRUE,"['Adenoidectomy', 'Adenoids', 'Adolescent', 'Child', 'Child, Preschool', 'Female', 'Humans', 'Hypertrophy', 'Infant', 'Male', 'Palatine Tonsil', 'Prospective Studies', 'Quality of Life', 'Sleep Apnea, Obstructive', 'Tonsillectomy']",25622157,"[1] ""departamento de pediatría, hospital universitario, cemic, ciudad autónoma de buenos aires""
"
10,"['Argentina', 'Argentina', 'Argentina', 'Argentina', 'Argentina', 'Argentina']","['GA', 'GA', 'GA', 'GA', 'BF', 'GA']",10.1590/S0325-00752015000100004,"['Departamento de Urgencia, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Departamento de Urgencia, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Departamento de Urgencia, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Departamento de Urgencia, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Divisi\xf3n de Neurocirug\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Divisi\xf3n de Neurocirug\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Departamento de Cirug\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Departamento de Cirug\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Divisi\xf3n de Traumatolog\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Divisi\xf3n de Traumatolog\xeda, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Sociedad Argentina de Emergentolog\xeda.', 'Instructores de m\xe9dicos residentes, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Instructores de m\xe9dicos residentes, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.', 'Instructores de m\xe9dicos residentes, Hospital de Ni\xf1os Ricardo Guti\xe9rrez.']",TRUE,"['Adult', 'Argentina', 'Child', 'Child, Preschool', 'Epidemiologic Studies', 'Female', 'Hospitals, Pediatric', 'Humans', 'Infant', 'Injury Severity Score', 'Male', 'Patient Admission', 'Prospective Studies', 'Wounds and Injuries', 'Young Adult']",25622156,"[1] ""departamento de urgencia, hospital de niños ricardo gutiérrez""          
[2] ""división de neurocirugía, hospital de niños ricardo gutiérrez""          
[3] ""departamento de cirugía, hospital de niños ricardo gutiérrez""           
[4] ""división de traumatología, hospital de niños ricardo gutiérrez""         
[5] ""sociedad argentina de emergentología""                                   
[6] ""instructores de médicos residentes, hospital de niños ricardo gutiérrez""
"
11,"['Argentina', 'Argentina']","['GA', 'GA']",10.1590/S0325-00752015000100003,"['Instituto de Ciencias Antropol\xf3gicas, Facultad de Filosof\xeda y Letras, UBA-CONICET.', 'Direcci\xf3n de Docencia e Investigaci\xf3n, Facultad de Filosof\xeda y Letras, UBA-CONICET.', '\xc1rea de Neonatolog\xeda, Hospital de Pediatr\xeda Prof. Dr. Juan P. Garrahan.', '\xc1rea de Neonatolog\xeda, Hospital de Pediatr\xeda Prof. Dr. Juan P. Garrahan.']",TRUE,"['Adolescent', 'Cross-Sectional Studies', 'Female', 'Humans', 'Infant, Premature', 'Male', 'Pregnancy', 'Premature Birth', 'Social Perception', 'Young Adult']",25622155,"[1] ""instituto de ciencias antropológicas, facultad de filosofía y letras, uba-conicet"" 
[2] ""dirección de docencia e investigación, facultad de filosofía y letras, uba-conicet""
[3] ""rea de neonatología, hospital de pediatría prof. dr. juan p. garrahan""             
"
12,[],[None],10.1590/S0325-00752015000100002,[],TRUE,"['Breast Feeding', 'Drug Therapy', 'Drug-Related Side Effects and Adverse Reactions', 'Female', 'Humans', 'Infant', 'Infant, Newborn']",25622154,NULL
13,[],[None],10.1590/S0325-00752015000100001,[],TRUE,"['Anti-Bacterial Agents', 'Child', 'Humans', 'Inappropriate Prescribing']",25622153,NULL
14,[],[],10.1164/rccm.201410-1801OC,"['1 Division of Medical Physiology, MRC Centre for Tuberculosis Research, DST/NRF Centre of Excellence for Biomedical Tuberculosis Research.']",FALSE,"['Adult', 'Antitubercular Agents', 'Clofazimine', 'Diarylquinolines', 'Drug Therapy, Combination', 'Female', 'HIV Infections', 'Humans', 'Male', 'Nitroimidazoles', 'Pyrazinamide', 'Treatment Outcome', 'Tuberculosis', 'Tuberculosis, Multidrug-Resistant']",25622149,"[1] ""mrc centre for tuberculosis research, dst/nrf centre of excellence for biomedical tuberculosis research""
"
15,['Germany'],['BF'],10.1080/10256016.2014.1001845,"['a Lehrstuhl f\xfcr Biochemie , Technische Universit\xe4t M\xfcnchen , Garching , Germany.']",FALSE,"['Blood Glucose', 'Carbon Isotopes', 'Citric Acid Cycle', 'Humans', 'Magnetic Resonance Spectroscopy', 'Male', 'Pentose Phosphate Pathway', 'Pilot Projects']",25622148,"[1] ""a lehrstuhl für biochemie , technische universität münchen , garching , germany""
"
16,['United Kingdom'],['BF'],10.1038/nn.3925,"['Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge, UK.', 'Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge, UK.', 'Department of Physiology, Development and Neuroscience, University of Cambridge, Cambridge, UK.']",TRUE,"['Amygdala', 'Animals', 'Choice Behavior', 'Cues', 'Goals', 'Linear Models', 'Macaca mulatta', 'Male', 'Neurons', 'Reaction Time', 'Reward']",25622146,"[1] ""development and neuroscience, university of cambridge, cambridge, uk""
"
17,"['South Korea', 'South Korea', 'South Korea', 'South Korea', 'South Korea', 'South Korea', 'South Korea']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1038/nn.3927,"['Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Graduate School of Medical Science and Engineering, Korea Advanced Institute of Science and Technology (KAIST), Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Department of Anatomy and Neurobiology, School of Dentistry, Kyungpook National University, Daegu, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', '1] Department of Physiology, Seoul National University College of Medicine, Seoul, Korea. [2] Seoul National University Bundang Hospital, Gyeonggi, Korea.', 'Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.', '1] Department of Biological Sciences, KAIST, Daejeon, Korea. [2] Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.', 'Department of Biological Sciences, KAIST, Daejeon, Korea.', 'Department of Anatomy and Neurobiology, School of Dentistry, Kyungpook National University, Daegu, Korea.', '1] Department of Biological Sciences, KAIST, Daejeon, Korea. [2] Center for Synaptic Brain Dysfunctions, Institute for Basic Science, Daejeon, Korea.']",FALSE,"['Animals', 'Animals, Newborn', 'Case-Control Studies', 'Cells, Cultured', 'Excitatory Amino Acid Antagonists', 'Exploratory Behavior', 'Feeding Behavior', 'Gene Expression Regulation', 'Grooming', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Mice, Transgenic', 'Mutation', 'Nerve Tissue Proteins', 'Neurons', 'Receptor, Metabotropic Glutamate 5', 'Receptors, N-Methyl-D-Aspartate', 'Recognition (Psychology)', 'Social Behavior Disorders', 'Vocalization, Animal']",25622145,"[1] ""graduate school of medical science and engineering, korea advanced institute of science and technology (kaist), daejeon, korea""
[2] ""kaist, daejeon, korea""                                                                                                         
[3] ""center for synaptic brain dysfunctions, institute for basic science, daejeon, korea""                                           
[4] ""school of dentistry, kyungpook national university, daegu, korea""                                                              
[5] ""seoul national university college of medicine, seoul, korea""                                                                   
[6] ""2] seoul national university bundang hospital, gyeonggi, korea""                                                                
[7] ""2] center for synaptic brain dysfunctions, institute for basic science, daejeon, korea""                                        
"
18,"['France', 'France', 'France', 'Spain']","['BF', 'BF', 'BF', 'BF']",10.1038/nn.3924,"[""1] INSERM, U901, Marseille, France. [2] Aix-Marseille University, UMR 901, Marseille, France. [3] INMED, Marseille, France. [4] Department of Systems Neuroscience, Institut d'Investigacions Biom\xe8diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain."", ""1] INSERM, U901, Marseille, France. [2] Aix-Marseille University, UMR 901, Marseille, France. [3] INMED, Marseille, France. [4] Department of Systems Neuroscience, Institut d'Investigacions Biom\xe8diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.""]",TRUE,"['Action Potentials', 'Animals', 'Biomechanical Phenomena', 'Corpus Striatum', 'Exercise Test', 'Habituation, Psychophysiologic', 'Learning', 'Locomotion', 'Male', 'Motor Activity', 'Neurons', 'Rats', 'Rats, Long-Evans', 'Statistics, Nonparametric', 'Time Factors']",25622144,"[1] "" inserm, u901, marseille, france""                                                    
[2] ""2] aix-marseille university, umr 901, marseille, france""                             
[3] ""3] inmed, marseille, france""                                                         
[4] ""institut d'investigacions biomèdiques august pi i sunyer (idibaps), barcelona, spain""
"
19,"['United States', 'United States', 'United States', 'United States', 'United States', 'United States']","['BF', 'BF', 'BF', 'BF', 'BF', 'BF']",10.1038/nn.3930,"['1] Gladstone Institute of Neurological Disease, San Francisco, California, USA. [2] Department of Neurology, University of California, San Francisco, California, USA.', '1] Gladstone Institute of Cardiovascular Disease, San Francisco, California, USA. [2] Division of Endocrinology and Metabolism, Department of Medicine, and the Institute for Human Genetics, University of California, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', '1] Department of Neuroscience, University of California, San Diego, La Jolla, California, USA. [2] Department of Pathology, University of California, San Diego, La Jolla, California, USA.', 'Gladstone Institute of Neurological Disease, San Francisco, California, USA.', '1] Gladstone Institute of Neurological Disease, San Francisco, California, USA. [2] Department of Neurology, University of California, San Francisco, California, USA.', '1] Department of Neuroscience, University of California, San Diego, La Jolla, California, USA. [2] Department of Pathology, University of California, San Diego, La Jolla, California, USA.', '1] Gladstone Institute of Cardiovascular Disease, San Francisco, California, USA. [2] Department of Cellular and Molecular Pharmacology, University of California, San Francisco, California, USA.', '1] Gladstone Institute of Neurological Disease, San Francisco, California, USA. [2] Department of Neurology, University of California, San Francisco, California, USA.']",TRUE,"['Alzheimer Disease', 'Animals', 'Animals, Newborn', 'Astrocytes', 'Cytoskeletal Proteins', 'Exploratory Behavior', 'Gene Expression Regulation', 'Glial Fibrillary Acidic Protein', 'Humans', 'Indoles', 'Maze Learning', 'Memory, Long-Term', 'Mice', 'Mice, Inbred C57BL', 'Mice, Transgenic', 'Nerve Tissue Proteins', 'Receptor, Adenosine A2A', 'Receptors, Serotonin, 5-HT4', 'Recognition (Psychology)', 'Serotonin Antagonists', 'Signal Transduction', 'Sulfonamides']",25622143,"[1] "" gladstone institute of neurological disease, san francisco, california, usa""                  
[2] ""university of california, san francisco, california, usa""                                      
[3] "" gladstone institute of cardiovascular disease, san francisco, california, usa""                
[4] ""and the institute for human genetics, university of california, san francisco, california, usa""
[5] ""gladstone institute of neurological disease, san francisco, california, usa""                   
[6] ""university of california, san diego, la jolla, california, usa""                                
"
20,['Italy'],['BF'],10.3390/ijerph120201216,"['Department of Public Health, ""Federico II"" University, Naples 80131, Italy. triassi@unina.it.', 'Department of Public Health, ""Federico II"" University, Naples 80131, Italy. rossellaalfan@gmail.com.', 'Department of Traslational Medical Science, ""Federico II"" University, Naples 80131, Italy. illario@unina.it.', 'Department of Public Health, ""Federico II"" University, Naples 80131, Italy. antonio.nardone@unina.it.', 'Department of Public Health, ""Federico II"" University, Naples 80131, Italy. oreste.caporale@libero.it.', 'Department of Public Health, ""Federico II"" University, Naples 80131, Italy. pmontuor@unina.it.']",TRUE,"['Databases, Factual', 'Environmental Monitoring', 'Environmental Pollution', 'Hazardous Waste', 'Humans', 'Italy', 'Refuse Disposal']",25622140,"[1] ""\""federico ii\"" university, naples 80131, italy""
"
